id,message,from_id,year,month,day,hour,minute,second,reply
412529,حوارة نابلس كيف الطريق ؟,5199917193,2023,3,8,16,58,22,
412530,٠,1163412582,2023,3,8,16,58,27,
412531,,5635841723,2023,3,8,16,58,34,تمام يا غالي
412532,شباب شافي شمرون سالكه,5888384472,2023,3,8,16,59,7,
412533,تمام يا غالي,1163412582,2023,3,8,16,59,7,
412534,من بيت لحم لرام الله حاليا شو وضع الطريق يا شباب,5403178309,2023,3,8,16,59,9,
412535,حوارة شو وضعها,5199917193,2023,3,8,16,59,22,
412536,,5635841723,2023,3,8,16,59,54,
412537,حوارة سالك الان دخلت نابلس,5185876189,2023,3,8,16,59,55,
412538,"من جنين الى اريحا الخميس متوفر مجال للركاب 

او ع رسائل التلغرام",5228052125,2023,3,8,17,0,48,
412539,,5635841723,2023,3,8,17,1,34,قول يا رب مسهله انشاء الله
412540,قول يا رب مسهله انشاء الله,1163412582,2023,3,8,17,2,8,
412541,شباب بدي اسال ع سيلة الظهر فاتحه ولا اضراب,5586690776,2023,3,8,17,2,43,
412542,اخواني شو وسع الطريق من بيت لحم لرام الله حاليا حدا يفيدنا لو سمحتو,5403178309,2023,3,8,17,2,46,كلو سالك
412543,,1127285245,2023,3,8,17,3,41,
412544,زعترة سالك يا شباب فش اشي علي,1127285245,2023,3,8,17,4,6,
412545,دوار بيتا حوارة,1127285245,2023,3,8,17,6,37,
412546,,1127285245,2023,3,8,17,7,46,دوار عنبووس
412547,دوار عنبووس,1127285245,2023,3,8,17,7,51,
412548,,5960423300,2023,3,8,17,8,21,حوارة سالكة و يتسهار سالكة
412549,حوارة سالكة و يتسهار سالكة,1127285245,2023,3,8,17,8,58,
412550,شباب في اشي على دير شرف و شافي شمرون,5176271037,2023,3,8,17,12,9,
412551,رد سريع لو سمحتو,5176271037,2023,3,8,17,13,56,
412552,كيف الطريق من نابلس ل طولكرم ؟؟؟,5189377292,2023,3,8,17,14,20,
412553,كيف طريق ارئيل سالكه,5439521622,2023,3,8,17,15,9,
412554,شباب كيف طريق قلقيلية نابلس,1357260221,2023,3,8,17,16,21,
412555,كلو سالك,651090847,2023,3,8,17,17,29,مشكور اخي الكريم
412556,مشكور اخي الكريم,5403178309,2023,3,8,17,18,2,
412558,كيف الطريق من رام الله الى نابلس,5677754160,2023,3,8,17,20,49,
412559,شرطه دوار كدوميم للي نازل ع قلقيليه متخبي ورا القارمه ع الدوار وبخالف,1616517058,2023,3,8,17,21,12,
412560,مدخل الخليل الشمالي محسوم جيش,1523574649,2023,3,8,17,22,15,
412562,في اشي عديرشرف,5189491958,2023,3,8,17,22,51,
412563,كيف الطريق من رام الله ل نابلس شباب,1323549998,2023,3,8,17,28,2,
412564,حاجز لقوات الاحتلال على خط تل المربعة,5912318119,2023,3,8,17,28,34,
412565,صرة شباب,5712537601,2023,3,8,17,30,48,
412566,سيارة شرطه على رمزون الDCO,5668510530,2023,3,8,17,30,51,
412567,باب المستوطنه,5668510530,2023,3,8,17,31,20,
412568,شباب دير شرف كيف,6125296756,2023,3,8,17,31,25,
412569,قلقيلة نابلس كيف الوضع,5634820535,2023,3,8,17,31,26,
412570,أزمة مرورية بسبب حادث بالقرب من كريات أربع,1523574649,2023,3,8,17,32,8,
412571,حاجز حوارة سالك ونظيف,5912318119,2023,3,8,17,34,21,
412572,كيف طريق واد قانا سمحتوا,5617662961,2023,3,8,17,35,4,هسا طلعت منو سالك
412573,هسا طلعت منو سالك,5198247860,2023,3,8,17,35,34,شكرا
412574,حاجز على دير شرف للخارج من نابلس وجنود عند مشاوي ابو صالحة للي بحاول  يلف ويهرب  عن الحاجز,5460035590,2023,3,8,17,35,36,
412575,شباب دير شرف في تفتيش,5176271037,2023,3,8,17,35,52,صحيح
412576,صحيح,5460035590,2023,3,8,17,36,3,
412577,قريه ام صفا كيف الوضع؟ سمعنا في مستوطنين,1736638465,2023,3,8,17,36,10,
412578,سيارة شرطة على دوار قدوميم بتحالف,5912318119,2023,3,8,17,39,32,
412579,شباب,5652920262,2023,3,8,17,39,33,
412580,اه,987243669,2023,3,8,17,40,6,
412581,مخصوم الحمره كيف,5652920262,2023,3,8,17,40,17,
412582,يا شباب,5652920262,2023,3,8,17,40,50,
412583,شكرا,5617662961,2023,3,8,17,43,13,
412584,"كيف طريق عصيون 
فيها ازمة؟",934606379,2023,3,8,17,46,22,
412585,٧٤٥ زعترة سالك,839894156,2023,3,8,17,46,55,
412586,تفتيش في دير شرف,5690278166,2023,3,8,17,49,33,
412587,شباب شو وضع صرة للي طالع من نابلس,5015281840,2023,3,8,17,50,42,
412588,؟؟,5015281840,2023,3,8,17,51,12,
412589,,2050464650,2023,3,8,17,51,42,
412590,شو وضع,6027789935,2023,3,8,17,51,47,
412592,,2050464650,2023,3,8,17,52,29,
412593,,2050464650,2023,3,8,17,52,38,
412594,وضع,6027789935,2023,3,8,17,52,51,
412595,زعترة,6027789935,2023,3,8,17,52,53,
412596,,1523574649,2023,3,8,17,53,46,
412597,طريق صرة شو وضعها,5372168350,2023,3,8,17,53,56,
412598,طريق نابلس لطول كرم,5247104161,2023,3,8,17,54,22,
412599,من نابلس لصره,5372168350,2023,3,8,17,54,27,
412600,سالكه ولا في اشي,5247104161,2023,3,8,17,54,28,
412601,سالكه ولا في اشي,5247104161,2023,3,8,17,54,31,
412602,سالكه ولا في اشي,5247104161,2023,3,8,17,54,31,
412603,سالكه ولا في اشي,5247104161,2023,3,8,17,54,32,
412604,سالكه ولا في اشي,5247104161,2023,3,8,17,54,36,
412605,كيف طريق حوارة,1082272531,2023,3,8,17,55,1,
412606,شباب مسا الخير,1299858068,2023,3,8,17,55,2,
412607,بكرة شو وضع المعابر,1299858068,2023,3,8,17,55,12,فاتحة ع كياعها
412608,٧٥٤ حوارة وحاجز حوارة سالك,839894156,2023,3,8,17,55,31,
412609,طريق نابلس طول كرم,5247104161,2023,3,8,17,55,50,
412610,سالكه ولا شو,5247104161,2023,3,8,17,55,54,
412611,‏فيديو من ESAM,1523574649,2023,3,8,17,55,57,
412612,فاتحة ع كياعها,5450149131,2023,3,8,17,55,59,
412613,من رام الله الى نابلس سالك؟؟,5626603647,2023,3,8,17,56,3,
412614,,5836487180,2023,3,8,17,57,0,
412616,"جمال  أرسل رابط  بدون إذن 
العقوبة مكتوم  حتى 09032023 0657",5811611567,2023,3,8,17,57,23,
412617,شباب من نابلس لطول كرم,5247104161,2023,3,8,17,57,25,
412618,شو وضعها,5247104161,2023,3,8,17,57,29,
412619,طريق رام الله عناتا كيف,5622879471,2023,3,8,17,57,50,
412620,زعترة حوارة يتسهار سالكة,6125648098,2023,3,8,18,2,51,
412621,طريق صرة سالكة  الان,5597046733,2023,3,8,18,2,56,
412622,الطريق من قلقيلية لنابلس  سالكة,5597046733,2023,3,8,18,3,45,
412623,شو وضع كفر عقب,795300720,2023,3,8,18,4,0,
412624,الطريق من رام الله لنابلس كيف شباب,6012736201,2023,3,8,18,4,52,
412625,في جيش ع ام صفاة,5374295419,2023,3,8,18,9,2,
412626,شباب بكره كيف المعابر,932537652,2023,3,8,18,12,56,
412627,شباب يسعدك مساكم,5835073872,2023,3,8,18,14,24,
412628,كيف الطريق من زعتره ل العيزريه,5835073872,2023,3,8,18,14,39,
412629,كيف معبر نعلين بكره,1432086214,2023,3,8,18,14,51,
412630,الصبح,1432086214,2023,3,8,18,14,52,
412631,شباب دير شرف شو وضعها,1435914707,2023,3,8,18,15,48,
412632,,686244362,2023,3,8,18,16,6,
412633,دير شرف تفتيش,686244362,2023,3,8,18,16,13,
412634,طريق يتسهار كيف وضعها؟,5530010722,2023,3,8,18,16,24,سالكة
412635,سالكة,6125648098,2023,3,8,18,16,48,يسلمو
412636,يسلمو,5530010722,2023,3,8,18,17,10,
412637,يا اخوان في اشي عطريق قلقيلية نابلس,447189399,2023,3,8,18,20,24,
412638,"شباب يسعد مساكم 
شو وضع مفرق كفر لاقف",5549804127,2023,3,8,18,20,39,
412639,"شباب يسعد مساكم 
شو وضع ال dco",5990033210,2023,3,8,18,21,38,
412640,طمنونا شباب طريق زعتره للعيزريه,5835073872,2023,3,8,18,21,57,
412641,فاتح ولا مسكر,5990033210,2023,3,8,18,21,59,
412642,"شباب يسعد مساكم
حاجز حوارة شو وضعو",5725691082,2023,3,8,18,23,14,
412643,حاجز شوفة فرعون سالك,1765380048,2023,3,8,18,24,3,
412644,كان في حاجز تفتيش على دير شرف للخارجين من نابلس وتم ازالته  الان,1557932670,2023,3,8,18,27,57,
412645,الطريق عند الطنيب سالك بالاتجاهين,1557932670,2023,3,8,18,28,40,
412646,شباب كيف طريق قلنديا,5140932219,2023,3,8,18,29,17,سالكه فش اشي
412647,حاجز عناب وناسف على تصوير الغسالة بعرفش ليش هيك غبش ,1765380048,2023,3,8,18,30,16,
412648,شو وضع زعتره حواره يا اخوان؟؟؟,5874255129,2023,3,8,18,31,5,
412649,وين نشاما الوطن,1570817337,2023,3,8,18,31,20,
412650,طريق عناتا حواره كيف,1570817337,2023,3,8,18,31,35,حزما اخر تحديث سالكة
412651,زعترة وحوارة سالك,1018320076,2023,3,8,18,32,48,
412652,حزما اخر تحديث سالكة,1018320076,2023,3,8,18,33,27,في حادث عند مقبرة علي و في جيب جيش
412653,ثلاث شباب ع الطنيب بجيب هونداي توسان نفلو سيارتهم,1765380048,2023,3,8,18,33,36,هذا مفرق الجنيدي
412654,عناب سالك بالاتجاهين,1557932670,2023,3,8,18,33,58,
412655,الطنيب دير شرف  تواجد للجيش بشكل مكثف جدا,1765380048,2023,3,8,18,34,14,
412656,في حادث عند مقبرة علي و في جيب جيش,5626603647,2023,3,8,18,34,58,
412657,هذا مفرق الجنيدي,1557932670,2023,3,8,18,36,0,شو بدك عمي انا حاضر ههههه
412658,شو بدك عمي انا حاضر ههههه,1765380048,2023,3,8,18,36,19,
412659,دوار دير شرف سالك تماما,1765380048,2023,3,8,18,36,33,
412660,سالكه فش اشي,6220650620,2023,3,8,18,37,10,
412661,من جنين ل دير شرف ل قليقيلة كيف الطريق,5714911579,2023,3,8,18,38,17,شافي شامرون سالك هسه مرقت
412662,كيف طريق زعتره,5775554226,2023,3,8,18,38,31,
412663,شافي شامرون سالك هسه مرقت,5189561002,2023,3,8,18,40,16,
412664,دير شرف فش اشي,5189561002,2023,3,8,18,41,17,
412665,"من رام الله ل زعترة سالك 
من زعترة لحوارة سالك",6021548976,2023,3,8,18,42,15,
412666,مفرقالطنيب جيش موقفين جب توسان,5189561002,2023,3,8,18,44,23,
412667,حواره ل صره سالك,6021548976,2023,3,8,18,49,25,
412668,بارك الله فيكم,1570817337,2023,3,8,18,49,28,
412669,يعطيكم العافية في بكرة حركة عمال ولا مسكرين المعابر؟,824542592,2023,3,8,18,50,18,الاغلاق يشمل غدا ايضا
412670,مفترك صره لطنيب سالك,6021548976,2023,3,8,18,54,24,
412671,الاغلاق يشمل غدا ايضا,1029445900,2023,3,8,18,55,51,Bبكرا شغول
412672,Bبكرا شغول,1441547566,2023,3,8,18,57,2,
412673,كيف حومش مسكره؟,2010143610,2023,3,8,18,57,29,
412674,فاتحا المعابر بكرا هي المنسق منزل,5542342537,2023,3,8,18,58,50,
412675,,5542342537,2023,3,8,18,58,57,اهم شي الي معلقين
412676,صحيح انا اسف الاغلاق فقط ليوم الاربعاء,1029445900,2023,3,8,18,59,41,
412677,الرجاء الصفحة هذه فقط لاحوال الطرق فقط,5674728444,2023,3,8,19,2,3,
412678,اهم شي الي معلقين,5311777297,2023,3,8,19,2,32,
412680,الطريق من طولكرم الى رام الله سالكهالله يحفظ الجميع,5530010722,2023,3,8,19,3,31,والعكس؟؟
412681,والعكس؟؟,5359622786,2023,3,8,19,4,32,
412682,شو الوضغ زعترة,6027789935,2023,3,8,19,9,56,سالكه هلا مرقت
412683,قبل نص ساعه كانت سالكه,1262653375,2023,3,8,19,10,21,
412684,️ مدخل الخليل سالكة,946490964,2023,3,8,19,11,6,
412685,️ بيت امر سالكة,946490964,2023,3,8,19,11,28,
412686,️العروب سالكة,946490964,2023,3,8,19,11,31,
412688,️ اشارات عصيون سالكة,946490964,2023,3,8,19,12,43,
412689,️ اشارات افرات سالكة,946490964,2023,3,8,19,13,1,
412690,شو وضع حومش,1684921466,2023,3,8,19,13,31,سالكة
412691,سالكة,1028322514,2023,3,8,19,14,23,
412692,حزما ازمه خانقه,5983272654,2023,3,8,19,14,25,
412693,شو وضع حلميش,996056182,2023,3,8,19,14,32,سالكه
412694,سالكه هلا مرقت,1163412582,2023,3,8,19,14,43,
412695,سالكه,1163412582,2023,3,8,19,14,54,يسلمو
412696,يسلمو,996056182,2023,3,8,19,15,42,
412697,لحد الان حاجزين الشباب على مفرق الجنيدي دير شرف معهم جيب توسان,1765380048,2023,3,8,19,19,23,
412698,,1438906797,2023,3,8,19,19,59,جيش ولا مستوطنين ؟
412702,تفتيش عالخارج من صره,1438906797,2023,3,8,19,21,37,
412703,جيش ولا مستوطنين ؟,5838381217,2023,3,8,19,21,59,
412704,جيش,1438906797,2023,3,8,19,22,5,
412705,شكرا,5838381217,2023,3,8,19,22,13,
412707,يعطيكم العافيه طريق حوارة كيف سالكة,5619456323,2023,3,8,19,23,53,
412708,شوفة فرعون سالك,1765380048,2023,3,8,19,24,16,
412709,رام الله لنابلس شو وضعها؟,1714639813,2023,3,8,19,29,27,
412710,شوفي عصرة؟,5981309481,2023,3,8,19,31,20,
412711,حاجز مع تفتيش,5300279678,2023,3,8,19,32,17,
412712,طريق جنين قبل دوار قباطيه حاجز جيش,5674815524,2023,3,8,19,33,4,قبل دوار عرابه اخوي مش قباطيه
412713,قبل دوار عرابه اخوي مش قباطيه,1330250778,2023,3,8,19,34,17,مزبوط كان في مخصوم بس قاموه
412714,مزبوط كان في مخصوم بس قاموه,5171305324,2023,3,8,19,35,38,
412715,شباب شو وضع واد سعير فاتح وله مسكر,1357520899,2023,3,8,19,35,41,
412716,اعتقال شاب عن دوار عرابه معو كيا سول,2047550981,2023,3,8,19,36,44,
412717,شو وضع حوارة,5567133682,2023,3,8,19,37,24,حواره من زعتره لحاجز حواره سالكه
412718,شكلهم سكروها,5567133682,2023,3,8,19,37,47,
412719,حوارة سالكة؟,1714639813,2023,3,8,19,38,23,
412720,حواره من زعتره لحاجز حواره سالكه,6027954038,2023,3,8,19,38,36,
412721,شو وضع المربعة,5444055634,2023,3,8,19,38,46,
412722,حاجز للي طالع ع صره,5777868917,2023,3,8,19,39,1,
412723,بالفندق وباقي الحطب حاجز لليهود,5320040785,2023,3,8,19,39,57,وينتا هاض اخي
412724,شو وضع لمربعة,1782187866,2023,3,8,19,40,46,اخر تحديث كان في حاجز  من ساعة تقريبا
412725,ضروري,1782187866,2023,3,8,19,41,0,
412726,حاجز للجيش على طريق بلعا طولكرم بالقرب من مسلخ عزيزا,1557932670,2023,3,8,19,41,23,
412727,️ العبيدية سالكة بالاتجاهين,946490964,2023,3,8,19,41,56,
412728,في مستوطنين بكسرو سيارات على  اول نابلس,1782187866,2023,3,8,19,42,3,وين هذا التكسير اي منطقه؟
412729,من قلب الحدث,1782187866,2023,3,8,19,42,9,
412730,وينتا هاض اخي,5015354254,2023,3,8,19,42,17,حاليا
412731,كيف الطريق للي نازل ع نابلس من زعترة وحواره؟؟,1760934921,2023,3,8,19,42,21,
412732,فيدونا عن لمربعة,1782187866,2023,3,8,19,42,22,
412733,وين,5444055634,2023,3,8,19,42,25,
412734,اخر تحديث كان في حاجز  من ساعة تقريبا,1018320076,2023,3,8,19,42,32,
412735,️ حاجز الكونتينر سالك بالاتجاهين,946490964,2023,3,8,19,42,46,
412736,وينننن,1760934921,2023,3,8,19,43,3,
412737,,2056202435,2023,3,8,19,43,10,
412738,حدا يفيدنا باشي,1760934921,2023,3,8,19,43,19,
412739,وين هذا التكسير اي منطقه؟,1557932670,2023,3,8,19,43,24,
412740,حاجز ع حواره,5177264479,2023,3,8,19,44,13,
412741,,2064686529,2023,3,8,19,44,18,
